MAZ,TAZ,PUMA,REGION,DISTRICT,REGION2,DISTRICT2
1614,46,1201,DeKalb,8,DeKalb,8
1615,46,1201,DeKalb,8,DeKalb,8
1616,46,1201,DeKalb,8,DeKalb,8
1617,46,1201,DeKalb,8,DeKalb,8
1618,46,1201,DeKalb,8,DeKalb,8
1619,46,1201,DeKalb,8,DeKalb,8
1620,46,1201,DeKalb,8,DeKalb,8
1621,46,1201,DeKalb,8,DeKalb,8
1622,46,1201,DeKalb,8,DeKalb,8
1623,46,1201,DeKalb,8,DeKalb,8
1624,46,1201,DeKalb,8,DeKalb,8
1625,46,1201,DeKalb,8,DeKalb,8
1626,46,1201,DeKalb,8,DeKalb,8
1627,46,1201,DeKalb,8,DeKalb,8
1628,46,1201,DeKalb,8,DeKalb,8
1629,46,1201,DeKalb,8,DeKalb,8
1630,46,1201,DeKalb,8,DeKalb,8
1631,46,1201,DeKalb,8,DeKalb,8
1632,45,1201,DeKalb,8,DeKalb,8
1633,45,1201,DeKalb,8,DeKalb,8
1634,45,1201,DeKalb,8,DeKalb,8
1635,45,1201,DeKalb,8,DeKalb,8
1636,45,1201,DeKalb,8,DeKalb,8
1637,45,1201,DeKalb,8,DeKalb,8
1638,45,1201,DeKalb,8,DeKalb,8
1639,45,1201,DeKalb,8,DeKalb,8
1640,45,1201,DeKalb,8,DeKalb,8
1641,45,1201,DeKalb,8,DeKalb,8
1642,45,1201,DeKalb,8,DeKalb,8
1643,45,1201,DeKalb,8,DeKalb,8
1644,45,1201,DeKalb,8,DeKalb,8
1645,45,1201,DeKalb,8,DeKalb,8
1646,45,1201,DeKalb,8,DeKalb,8
1647,45,1201,DeKalb,8,DeKalb,8
1648,45,1201,DeKalb,8,DeKalb,8
1649,45,1201,DeKalb,8,DeKalb,8
1650,45,1201,DeKalb,8,DeKalb,8
1651,45,1201,DeKalb,8,DeKalb,8
1652,45,1201,DeKalb,8,DeKalb,8
1653,45,1201,DeKalb,8,DeKalb,8
1654,45,1201,DeKalb,8,DeKalb,8
1655,45,1201,DeKalb,8,DeKalb,8
1656,45,1201,DeKalb,8,DeKalb,8
1657,45,1201,DeKalb,8,DeKalb,8
1658,45,1201,DeKalb,8,DeKalb,8
1659,45,1201,DeKalb,8,DeKalb,8
1660,45,1201,DeKalb,8,DeKalb,8
1661,45,1201,DeKalb,8,DeKalb,8
1662,45,1201,DeKalb,8,DeKalb,8
1663,45,1201,DeKalb,8,DeKalb,8
1664,45,1201,DeKalb,8,DeKalb,8
1665,45,1201,DeKalb,8,DeKalb,8
1666,45,1201,DeKalb,8,DeKalb,8
1667,45,1201,DeKalb,8,DeKalb,8
1668,45,1201,DeKalb,8,DeKalb,8
1669,45,1201,DeKalb,8,DeKalb,8
1670,45,1201,DeKalb,8,DeKalb,8
1671,45,1201,DeKalb,8,DeKalb,8
1672,45,1201,DeKalb,8,DeKalb,8
1673,45,1201,DeKalb,8,DeKalb,8
1674,45,1201,DeKalb,8,DeKalb,8
1675,45,1201,DeKalb,8,DeKalb,8
1676,45,1201,DeKalb,8,DeKalb,8
1677,45,1201,DeKalb,8,DeKalb,8
1678,45,1201,DeKalb,8,DeKalb,8
1679,45,1201,DeKalb,8,DeKalb,8
1680,45,1201,DeKalb,8,DeKalb,8
1681,45,1201,DeKalb,8,DeKalb,8
1682,45,1201,DeKalb,8,DeKalb,8
1683,45,1201,DeKalb,8,DeKalb,8
1684,45,1201,DeKalb,8,DeKalb,8
1685,45,1201,DeKalb,8,DeKalb,8
1686,45,1201,DeKalb,8,DeKalb,8
1687,45,1201,DeKalb,8,DeKalb,8
1688,45,1201,DeKalb,8,DeKalb,8
1689,47,1204,DeKalb,8,DeKalb,8
1690,47,1204,DeKalb,8,DeKalb,8
1691,47,1204,DeKalb,8,DeKalb,8
1692,47,1204,DeKalb,8,DeKalb,8
1693,47,1204,DeKalb,8,DeKalb,8
1694,47,1204,DeKalb,8,DeKalb,8
1695,47,1204,DeKalb,8,DeKalb,8
1696,47,1204,DeKalb,8,DeKalb,8
1697,47,1204,DeKalb,8,DeKalb,8
1698,47,1204,DeKalb,8,DeKalb,8
1699,47,1204,DeKalb,8,DeKalb,8
1700,47,1204,DeKalb,8,DeKalb,8
1701,47,1204,DeKalb,8,DeKalb,8
1702,47,1204,DeKalb,8,DeKalb,8
1703,47,1204,DeKalb,8,DeKalb,8
1704,47,1204,DeKalb,8,DeKalb,8
1705,47,1204,DeKalb,8,DeKalb,8
1706,47,1204,DeKalb,8,DeKalb,8
1707,47,1204,DeKalb,8,DeKalb,8
1708,47,1204,DeKalb,8,DeKalb,8
1709,47,1204,DeKalb,8,DeKalb,8
1710,47,1204,DeKalb,8,DeKalb,8
1711,47,1204,DeKalb,8,DeKalb,8
1712,47,1204,DeKalb,8,DeKalb,8
1713,47,1204,DeKalb,8,DeKalb,8
1714,47,1204,DeKalb,8,DeKalb,8
1715,47,1204,DeKalb,8,DeKalb,8
1716,47,1204,DeKalb,8,DeKalb,8
1717,47,1204,DeKalb,8,DeKalb,8
1718,47,1204,DeKalb,8,DeKalb,8
1719,47,1204,DeKalb,8,DeKalb,8
1720,47,1204,DeKalb,8,DeKalb,8
1721,47,1204,DeKalb,8,DeKalb,8
1722,47,1204,DeKalb,8,DeKalb,8
1723,47,1204,DeKalb,8,DeKalb,8
1724,47,1204,DeKalb,8,DeKalb,8
1725,47,1204,DeKalb,8,DeKalb,8
1726,47,1204,DeKalb,8,DeKalb,8
1727,47,1204,DeKalb,8,DeKalb,8
1728,47,1204,DeKalb,8,DeKalb,8
1729,47,1204,DeKalb,8,DeKalb,8
1730,47,1204,DeKalb,8,DeKalb,8
1731,47,1204,DeKalb,8,DeKalb,8
1732,47,1204,DeKalb,8,DeKalb,8
1733,47,1204,DeKalb,8,DeKalb,8
1734,47,1204,DeKalb,8,DeKalb,8
1735,47,1204,DeKalb,8,DeKalb,8
1736,47,1204,DeKalb,8,DeKalb,8
1737,47,1204,DeKalb,8,DeKalb,8
1738,47,1204,DeKalb,8,DeKalb,8
1739,47,1204,DeKalb,8,DeKalb,8
1740,47,1204,DeKalb,8,DeKalb,8
1741,47,1204,DeKalb,8,DeKalb,8
1742,47,1204,DeKalb,8,DeKalb,8
1743,47,1204,DeKalb,8,DeKalb,8
1744,47,1204,DeKalb,8,DeKalb,8
1745,47,1204,DeKalb,8,DeKalb,8
1746,47,1204,DeKalb,8,DeKalb,8
1747,47,1204,DeKalb,8,DeKalb,8
1748,47,1204,DeKalb,8,DeKalb,8
1749,47,1204,DeKalb,8,DeKalb,8
1750,47,1204,DeKalb,8,DeKalb,8
1751,47,1204,DeKalb,8,DeKalb,8
1752,47,1204,DeKalb,8,DeKalb,8
1753,47,1204,DeKalb,8,DeKalb,8
1754,47,1204,DeKalb,8,DeKalb,8
1755,47,1204,DeKalb,8,DeKalb,8
1756,47,1204,DeKalb,8,DeKalb,8
1757,47,1204,DeKalb,8,DeKalb,8
1758,47,1204,DeKalb,8,DeKalb,8
1759,47,1204,DeKalb,8,DeKalb,8
1760,47,1204,DeKalb,8,DeKalb,8
1761,47,1204,DeKalb,8,DeKalb,8
1762,47,1204,DeKalb,8,DeKalb,8
1763,47,1204,DeKalb,8,DeKalb,8
1764,47,1204,DeKalb,8,DeKalb,8
1765,47,1204,DeKalb,8,DeKalb,8
1766,47,1204,DeKalb,8,DeKalb,8
1767,47,1204,DeKalb,8,DeKalb,8
1768,47,1204,DeKalb,8,DeKalb,8
1769,47,1204,DeKalb,8,DeKalb,8
1770,47,1204,DeKalb,8,DeKalb,8
1771,47,1204,DeKalb,8,DeKalb,8
1772,47,1204,DeKalb,8,DeKalb,8
1773,47,1204,DeKalb,8,DeKalb,8
1774,47,1204,DeKalb,8,DeKalb,8
1775,48,1206,DeKalb,8,DeKalb,8
1776,48,1206,DeKalb,8,DeKalb,8
1777,48,1206,DeKalb,8,DeKalb,8
1778,48,1206,DeKalb,8,DeKalb,8
1779,48,1206,DeKalb,8,DeKalb,8
1780,48,1206,DeKalb,8,DeKalb,8
1781,48,1206,DeKalb,8,DeKalb,8
1782,48,1206,DeKalb,8,DeKalb,8
1783,48,1206,DeKalb,8,DeKalb,8
1784,48,1206,DeKalb,8,DeKalb,8
1785,48,1206,DeKalb,8,DeKalb,8
1786,48,1206,DeKalb,8,DeKalb,8
1787,48,1206,DeKalb,8,DeKalb,8
1788,48,1206,DeKalb,8,DeKalb,8
1789,48,1206,DeKalb,8,DeKalb,8
1790,48,1206,DeKalb,8,DeKalb,8
1791,48,1206,DeKalb,8,DeKalb,8
1792,48,1206,DeKalb,8,DeKalb,8
1793,48,1206,DeKalb,8,DeKalb,8
1794,48,1206,DeKalb,8,DeKalb,8
1795,48,1206,DeKalb,8,DeKalb,8
1796,48,1206,DeKalb,8,DeKalb,8
1797,48,1206,DeKalb,8,DeKalb,8
1798,48,1206,DeKalb,8,DeKalb,8
1799,48,1206,DeKalb,8,DeKalb,8
1800,48,1206,DeKalb,8,DeKalb,8
1801,48,1206,DeKalb,8,DeKalb,8
1802,48,1206,DeKalb,8,DeKalb,8
1803,48,1206,DeKalb,8,DeKalb,8
1804,48,1206,DeKalb,8,DeKalb,8
1805,48,1206,DeKalb,8,DeKalb,8
1806,48,1206,DeKalb,8,DeKalb,8
1807,48,1206,DeKalb,8,DeKalb,8
1808,48,1206,DeKalb,8,DeKalb,8
1809,48,1206,DeKalb,8,DeKalb,8
1810,48,1206,DeKalb,8,DeKalb,8
1811,48,1206,DeKalb,8,DeKalb,8
1812,48,1206,DeKalb,8,DeKalb,8
1813,48,1206,DeKalb,8,DeKalb,8
1814,48,1206,DeKalb,8,DeKalb,8
1815,48,1206,DeKalb,8,DeKalb,8
1816,48,1206,DeKalb,8,DeKalb,8
1817,48,1206,DeKalb,8,DeKalb,8
1818,48,1206,DeKalb,8,DeKalb,8
1819,48,1206,DeKalb,8,DeKalb,8
1820,48,1206,DeKalb,8,DeKalb,8
1821,48,1206,DeKalb,8,DeKalb,8
1822,48,1206,DeKalb,8,DeKalb,8
1823,48,1206,DeKalb,8,DeKalb,8
1824,48,1206,DeKalb,8,DeKalb,8
1825,48,1206,DeKalb,8,DeKalb,8
1826,48,1206,DeKalb,8,DeKalb,8
1827,48,1206,DeKalb,8,DeKalb,8
1828,48,1206,DeKalb,8,DeKalb,8
1829,48,1206,DeKalb,8,DeKalb,8
1830,48,1206,DeKalb,8,DeKalb,8
1831,48,1206,DeKalb,8,DeKalb,8
1832,48,1206,DeKalb,8,DeKalb,8
1833,48,1206,DeKalb,8,DeKalb,8
1834,48,1206,DeKalb,8,DeKalb,8
1835,48,1206,DeKalb,8,DeKalb,8
1836,48,1206,DeKalb,8,DeKalb,8
1837,48,1206,DeKalb,8,DeKalb,8
1838,48,1206,DeKalb,8,DeKalb,8
1839,48,1206,DeKalb,8,DeKalb,8
1840,48,1206,DeKalb,8,DeKalb,8
1841,48,1206,DeKalb,8,DeKalb,8
1842,48,1206,DeKalb,8,DeKalb,8
1843,48,1206,DeKalb,8,DeKalb,8
1844,48,1206,DeKalb,8,DeKalb,8
1845,48,1206,DeKalb,8,DeKalb,8
1846,48,1206,DeKalb,8,DeKalb,8
1847,49,1205,DeKalb,8,DeKalb,8
1848,49,1205,DeKalb,8,DeKalb,8
1849,49,1205,DeKalb,8,DeKalb,8
1850,49,1205,DeKalb,8,DeKalb,8
1851,49,1205,DeKalb,8,DeKalb,8
1852,49,1205,DeKalb,8,DeKalb,8
1853,49,1205,DeKalb,8,DeKalb,8
1854,49,1205,DeKalb,8,DeKalb,8
1855,49,1205,DeKalb,8,DeKalb,8
1856,49,1205,DeKalb,8,DeKalb,8
1857,49,1205,DeKalb,8,DeKalb,8
1858,49,1205,DeKalb,8,DeKalb,8
1859,49,1205,DeKalb,8,DeKalb,8
1860,49,1205,DeKalb,8,DeKalb,8
1861,49,1205,DeKalb,8,DeKalb,8
1862,49,1205,DeKalb,8,DeKalb,8
1863,49,1205,DeKalb,8,DeKalb,8
1864,49,1205,DeKalb,8,DeKalb,8
1865,49,1205,DeKalb,8,DeKalb,8
1866,49,1205,DeKalb,8,DeKalb,8
1867,49,1205,DeKalb,8,DeKalb,8
1868,49,1205,DeKalb,8,DeKalb,8
1869,49,1205,DeKalb,8,DeKalb,8
1870,49,1205,DeKalb,8,DeKalb,8
1871,49,1205,DeKalb,8,DeKalb,8
1872,49,1205,DeKalb,8,DeKalb,8
1873,49,1205,DeKalb,8,DeKalb,8
1874,49,1205,DeKalb,8,DeKalb,8
1875,49,1205,DeKalb,8,DeKalb,8
1876,49,1205,DeKalb,8,DeKalb,8
1877,49,1205,DeKalb,8,DeKalb,8
1878,49,1205,DeKalb,8,DeKalb,8
1879,49,1205,DeKalb,8,DeKalb,8
1880,49,1205,DeKalb,8,DeKalb,8
1881,49,1205,DeKalb,8,DeKalb,8
1882,49,1205,DeKalb,8,DeKalb,8
1883,49,1205,DeKalb,8,DeKalb,8
1884,49,1205,DeKalb,8,DeKalb,8
1885,49,1205,DeKalb,8,DeKalb,8
1886,49,1205,DeKalb,8,DeKalb,8
1887,49,1205,DeKalb,8,DeKalb,8
1888,49,1205,DeKalb,8,DeKalb,8
1889,49,1205,DeKalb,8,DeKalb,8
1890,49,1205,DeKalb,8,DeKalb,8
1891,49,1205,DeKalb,8,DeKalb,8
1892,49,1205,DeKalb,8,DeKalb,8
1893,49,1205,DeKalb,8,DeKalb,8
1894,49,1205,DeKalb,8,DeKalb,8
1895,49,1205,DeKalb,8,DeKalb,8
1896,49,1205,DeKalb,8,DeKalb,8
1897,49,1205,DeKalb,8,DeKalb,8
1898,49,1205,DeKalb,8,DeKalb,8
1899,49,1205,DeKalb,8,DeKalb,8
1900,49,1205,DeKalb,8,DeKalb,8
1901,49,1205,DeKalb,8,DeKalb,8
1902,49,1205,DeKalb,8,DeKalb,8
1903,49,1205,DeKalb,8,DeKalb,8
1904,49,1205,DeKalb,8,DeKalb,8
1905,49,1205,DeKalb,8,DeKalb,8
1906,49,1205,DeKalb,8,DeKalb,8
1907,49,1205,DeKalb,8,DeKalb,8
1908,49,1205,DeKalb,8,DeKalb,8
1909,49,1205,DeKalb,8,DeKalb,8
1910,49,1205,DeKalb,8,DeKalb,8
1911,49,1205,DeKalb,8,DeKalb,8
1912,49,1205,DeKalb,8,DeKalb,8
1913,49,1205,DeKalb,8,DeKalb,8
1914,49,1205,DeKalb,8,DeKalb,8
1915,49,1205,DeKalb,8,DeKalb,8
1916,49,1205,DeKalb,8,DeKalb,8
1917,49,1205,DeKalb,8,DeKalb,8
1918,49,1205,DeKalb,8,DeKalb,8
1919,49,1205,DeKalb,8,DeKalb,8
1920,49,1205,DeKalb,8,DeKalb,8
1921,49,1205,DeKalb,8,DeKalb,8
1922,49,1205,DeKalb,8,DeKalb,8
1923,49,1205,DeKalb,8,DeKalb,8
1924,49,1205,DeKalb,8,DeKalb,8
1925,49,1205,DeKalb,8,DeKalb,8
1926,49,1205,DeKalb,8,DeKalb,8
1927,49,1205,DeKalb,8,DeKalb,8
1928,49,1205,DeKalb,8,DeKalb,8
1929,49,1205,DeKalb,8,DeKalb,8
1930,49,1205,DeKalb,8,DeKalb,8
1931,49,1205,DeKalb,8,DeKalb,8
1932,49,1205,DeKalb,8,DeKalb,8
1933,49,1205,DeKalb,8,DeKalb,8
1934,49,1205,DeKalb,8,DeKalb,8
1935,49,1205,DeKalb,8,DeKalb,8
1936,49,1205,DeKalb,8,DeKalb,8
1937,49,1205,DeKalb,8,DeKalb,8
1938,49,1205,DeKalb,8,DeKalb,8
1939,49,1205,DeKalb,8,DeKalb,8
1940,49,1205,DeKalb,8,DeKalb,8
1941,49,1205,DeKalb,8,DeKalb,8
1942,49,1205,DeKalb,8,DeKalb,8
1943,49,1205,DeKalb,8,DeKalb,8
1944,31,1305,Cobb,6,Cobb,6
1945,31,1305,Cobb,6,Cobb,6
1946,31,1305,Cobb,6,Cobb,6
1947,31,1305,Cobb,6,Cobb,6
1948,31,1305,Cobb,6,Cobb,6
1949,31,1305,Cobb,6,Cobb,6
1950,31,1305,Cobb,6,Cobb,6
1951,31,1305,Cobb,6,Cobb,6
1952,31,1305,Cobb,6,Cobb,6
1953,31,1305,Cobb,6,Cobb,6
1954,31,1305,Cobb,6,Cobb,6
1955,31,1305,Cobb,6,Cobb,6
1956,31,1305,Cobb,6,Cobb,6
1957,31,1305,Cobb,6,Cobb,6
1958,31,1305,Cobb,6,Cobb,6
1959,31,1305,Cobb,6,Cobb,6
1960,31,1305,Cobb,6,Cobb,6
1961,31,1305,Cobb,6,Cobb,6
1962,31,1305,Cobb,6,Cobb,6
1963,31,1305,Cobb,6,Cobb,6
1964,31,1305,Cobb,6,Cobb,6
1965,31,1305,Cobb,6,Cobb,6
1966,31,1305,Cobb,6,Cobb,6
1967,31,1305,Cobb,6,Cobb,6
1968,31,1305,Cobb,6,Cobb,6
1969,31,1305,Cobb,6,Cobb,6
1970,31,1305,Cobb,6,Cobb,6
1971,31,1305,Cobb,6,Cobb,6
1972,31,1305,Cobb,6,Cobb,6
1973,31,1305,Cobb,6,Cobb,6
1974,31,1305,Cobb,6,Cobb,6
1975,31,1305,Cobb,6,Cobb,6
1976,31,1305,Cobb,6,Cobb,6
1977,31,1305,Cobb,6,Cobb,6
1978,31,1305,Cobb,6,Cobb,6
1979,31,1305,Cobb,6,Cobb,6
1980,31,1305,Cobb,6,Cobb,6
1981,31,1305,Cobb,6,Cobb,6
1982,31,1305,Cobb,6,Cobb,6
1983,31,1305,Cobb,6,Cobb,6
1984,31,1305,Cobb,6,Cobb,6
1985,31,1305,Cobb,6,Cobb,6
1986,31,1305,Cobb,6,Cobb,6
1987,31,1305,Cobb,6,Cobb,6
1988,31,1305,Cobb,6,Cobb,6
1989,31,1305,Cobb,6,Cobb,6
1990,31,1305,Cobb,6,Cobb,6
1991,31,1305,Cobb,6,Cobb,6
1992,31,1305,Cobb,6,Cobb,6
1993,31,1305,Cobb,6,Cobb,6
1994,31,1305,Cobb,6,Cobb,6
1995,31,1305,Cobb,6,Cobb,6
1996,31,1305,Cobb,6,Cobb,6
1997,31,1305,Cobb,6,Cobb,6
1998,31,1305,Cobb,6,Cobb,6
1999,31,1305,Cobb,6,Cobb,6
2000,31,1305,Cobb,6,Cobb,6
2001,31,1305,Cobb,6,Cobb,6
2002,31,1305,Cobb,6,Cobb,6
2003,31,1305,Cobb,6,Cobb,6
2004,31,1305,Cobb,6,Cobb,6
2005,31,1305,Cobb,6,Cobb,6
2006,31,1305,Cobb,6,Cobb,6
2007,31,1305,Cobb,6,Cobb,6
2008,31,1305,Cobb,6,Cobb,6
2009,31,1305,Cobb,6,Cobb,6
2010,31,1305,Cobb,6,Cobb,6
2011,31,1305,Cobb,6,Cobb,6
2012,31,1305,Cobb,6,Cobb,6
2013,31,1305,Cobb,6,Cobb,6
2014,31,1305,Cobb,6,Cobb,6
2015,31,1305,Cobb,6,Cobb,6
2016,31,1305,Cobb,6,Cobb,6
2017,31,1305,Cobb,6,Cobb,6
2018,31,1305,Cobb,6,Cobb,6
2019,31,1305,Cobb,6,Cobb,6
2020,31,1305,Cobb,6,Cobb,6
2021,31,1305,Cobb,6,Cobb,6
2022,31,1305,Cobb,6,Cobb,6
2023,31,1305,Cobb,6,Cobb,6
2024,31,1305,Cobb,6,Cobb,6
2025,31,1305,Cobb,6,Cobb,6
2026,31,1305,Cobb,6,Cobb,6
2027,31,1305,Cobb,6,Cobb,6
2028,31,1305,Cobb,6,Cobb,6
2029,31,1305,Cobb,6,Cobb,6
2030,31,1305,Cobb,6,Cobb,6
2031,31,1305,Cobb,6,Cobb,6
2032,31,1305,Cobb,6,Cobb,6
2033,31,1305,Cobb,6,Cobb,6
2034,31,1305,Cobb,6,Cobb,6
2035,31,1305,Cobb,6,Cobb,6
2036,31,1305,Cobb,6,Cobb,6
2037,31,1305,Cobb,6,Cobb,6
2038,31,1305,Cobb,6,Cobb,6
2039,31,1305,Cobb,6,Cobb,6
2040,31,1305,Cobb,6,Cobb,6
2041,31,1305,Cobb,6,Cobb,6
2042,31,1305,Cobb,6,Cobb,6
2043,31,1305,Cobb,6,Cobb,6
2044,31,1305,Cobb,6,Cobb,6
2045,31,1305,Cobb,6,Cobb,6
2046,31,1305,Cobb,6,Cobb,6
2047,31,1305,Cobb,6,Cobb,6
2048,31,1305,Cobb,6,Cobb,6
2049,31,1305,Cobb,6,Cobb,6
2050,31,1305,Cobb,6,Cobb,6
2051,31,1305,Cobb,6,Cobb,6
2052,31,1305,Cobb,6,Cobb,6
2053,31,1305,Cobb,6,Cobb,6
2054,31,1305,Cobb,6,Cobb,6
2055,31,1305,Cobb,6,Cobb,6
2056,31,1305,Cobb,6,Cobb,6
2057,31,1305,Cobb,6,Cobb,6
2058,31,1305,Cobb,6,Cobb,6
2059,31,1305,Cobb,6,Cobb,6
2060,31,1305,Cobb,6,Cobb,6
2061,31,1305,Cobb,6,Cobb,6
2062,31,1305,Cobb,6,Cobb,6
2063,31,1305,Cobb,6,Cobb,6
2064,31,1305,Cobb,6,Cobb,6
2065,31,1305,Cobb,6,Cobb,6
2066,31,1305,Cobb,6,Cobb,6
2067,31,1305,Cobb,6,Cobb,6
2068,31,1305,Cobb,6,Cobb,6
2069,31,1305,Cobb,6,Cobb,6
2070,33,1305,Cobb,6,Cobb,6
2071,33,1305,Cobb,6,Cobb,6
2072,33,1305,Cobb,6,Cobb,6
2073,33,1305,Cobb,6,Cobb,6
2074,33,1305,Cobb,6,Cobb,6
2075,33,1305,Cobb,6,Cobb,6
2076,33,1305,Cobb,6,Cobb,6
2077,33,1305,Cobb,6,Cobb,6
2078,33,1305,Cobb,6,Cobb,6
2079,33,1305,Cobb,6,Cobb,6
2080,33,1305,Cobb,6,Cobb,6
2081,33,1305,Cobb,6,Cobb,6
2082,33,1305,Cobb,6,Cobb,6
2083,33,1305,Cobb,6,Cobb,6
2084,33,1305,Cobb,6,Cobb,6
2085,33,1305,Cobb,6,Cobb,6
2086,33,1305,Cobb,6,Cobb,6
2087,33,1305,Cobb,6,Cobb,6
2088,33,1305,Cobb,6,Cobb,6
2089,33,1305,Cobb,6,Cobb,6
2090,33,1305,Cobb,6,Cobb,6
2091,33,1305,Cobb,6,Cobb,6
2092,33,1305,Cobb,6,Cobb,6
2093,33,1305,Cobb,6,Cobb,6
2094,33,1305,Cobb,6,Cobb,6
2095,33,1305,Cobb,6,Cobb,6
2096,33,1305,Cobb,6,Cobb,6
2097,33,1305,Cobb,6,Cobb,6
2098,33,1305,Cobb,6,Cobb,6
2099,33,1305,Cobb,6,Cobb,6
2100,33,1305,Cobb,6,Cobb,6
2101,33,1305,Cobb,6,Cobb,6
2102,33,1305,Cobb,6,Cobb,6
2103,33,1305,Cobb,6,Cobb,6
2104,33,1305,Cobb,6,Cobb,6
2105,33,1305,Cobb,6,Cobb,6
2106,33,1305,Cobb,6,Cobb,6
2107,33,1305,Cobb,6,Cobb,6
2108,33,1305,Cobb,6,Cobb,6
2109,33,1305,Cobb,6,Cobb,6
2110,33,1305,Cobb,6,Cobb,6
2111,33,1305,Cobb,6,Cobb,6
2112,33,1305,Cobb,6,Cobb,6
2113,33,1305,Cobb,6,Cobb,6
2114,33,1305,Cobb,6,Cobb,6
2115,33,1305,Cobb,6,Cobb,6
2116,33,1305,Cobb,6,Cobb,6
2117,33,1305,Cobb,6,Cobb,6
2118,33,1305,Cobb,6,Cobb,6
2119,33,1305,Cobb,6,Cobb,6
2120,33,1305,Cobb,6,Cobb,6
2121,33,1305,Cobb,6,Cobb,6
2122,33,1305,Cobb,6,Cobb,6
2123,33,1305,Cobb,6,Cobb,6
2124,33,1305,Cobb,6,Cobb,6
2125,33,1305,Cobb,6,Cobb,6
2126,33,1305,Cobb,6,Cobb,6
2127,33,1305,Cobb,6,Cobb,6
2128,33,1305,Cobb,6,Cobb,6
2129,33,1305,Cobb,6,Cobb,6
2130,33,1305,Cobb,6,Cobb,6
2131,33,1305,Cobb,6,Cobb,6
2132,33,1305,Cobb,6,Cobb,6
2133,33,1305,Cobb,6,Cobb,6
2134,33,1305,Cobb,6,Cobb,6
2135,33,1305,Cobb,6,Cobb,6
2136,33,1305,Cobb,6,Cobb,6
2137,33,1305,Cobb,6,Cobb,6
2138,33,1305,Cobb,6,Cobb,6
2139,33,1305,Cobb,6,Cobb,6
2140,33,1305,Cobb,6,Cobb,6
2141,33,1305,Cobb,6,Cobb,6
2142,34,1301,Cobb,6,Cobb,6
2143,34,1301,Cobb,6,Cobb,6
2144,34,1301,Cobb,6,Cobb,6
2145,34,1301,Cobb,6,Cobb,6
2146,34,1301,Cobb,6,Cobb,6
2147,34,1301,Cobb,6,Cobb,6
2148,34,1301,Cobb,6,Cobb,6
2149,34,1301,Cobb,6,Cobb,6
2150,34,1301,Cobb,6,Cobb,6
2151,34,1301,Cobb,6,Cobb,6
2152,34,1301,Cobb,6,Cobb,6
2153,34,1301,Cobb,6,Cobb,6
2154,34,1301,Cobb,6,Cobb,6
2155,34,1301,Cobb,6,Cobb,6
2156,34,1301,Cobb,6,Cobb,6
2157,34,1301,Cobb,6,Cobb,6
2158,34,1301,Cobb,6,Cobb,6
2159,34,1301,Cobb,6,Cobb,6
2160,34,1301,Cobb,6,Cobb,6
2161,34,1301,Cobb,6,Cobb,6
2162,34,1301,Cobb,6,Cobb,6
2163,34,1301,Cobb,6,Cobb,6
2164,34,1301,Cobb,6,Cobb,6
2165,34,1301,Cobb,6,Cobb,6
2166,34,1301,Cobb,6,Cobb,6
2167,34,1301,Cobb,6,Cobb,6
2168,34,1301,Cobb,6,Cobb,6
2169,34,1301,Cobb,6,Cobb,6
2170,34,1301,Cobb,6,Cobb,6
2171,34,1301,Cobb,6,Cobb,6
2172,34,1301,Cobb,6,Cobb,6
2173,34,1301,Cobb,6,Cobb,6
2174,34,1301,Cobb,6,Cobb,6
2175,34,1301,Cobb,6,Cobb,6
2176,34,1301,Cobb,6,Cobb,6
2177,34,1301,Cobb,6,Cobb,6
2178,34,1301,Cobb,6,Cobb,6
2179,34,1301,Cobb,6,Cobb,6
2180,34,1301,Cobb,6,Cobb,6
2181,34,1301,Cobb,6,Cobb,6
2182,34,1301,Cobb,6,Cobb,6
2183,34,1301,Cobb,6,Cobb,6
2184,34,1301,Cobb,6,Cobb,6
2185,34,1301,Cobb,6,Cobb,6
2186,34,1301,Cobb,6,Cobb,6
2187,34,1301,Cobb,6,Cobb,6
2188,34,1301,Cobb,6,Cobb,6
2189,34,1301,Cobb,6,Cobb,6
2190,34,1301,Cobb,6,Cobb,6
2191,34,1301,Cobb,6,Cobb,6
2192,34,1301,Cobb,6,Cobb,6
2193,34,1301,Cobb,6,Cobb,6
2194,34,1301,Cobb,6,Cobb,6
2195,34,1301,Cobb,6,Cobb,6
2196,34,1301,Cobb,6,Cobb,6
2197,34,1301,Cobb,6,Cobb,6
2198,34,1301,Cobb,6,Cobb,6
2199,34,1301,Cobb,6,Cobb,6
2200,34,1301,Cobb,6,Cobb,6
2201,34,1301,Cobb,6,Cobb,6
2202,34,1301,Cobb,6,Cobb,6
2203,34,1301,Cobb,6,Cobb,6
2204,32,1302,Cobb,6,Cobb,6
2205,32,1302,Cobb,6,Cobb,6
2206,32,1302,Cobb,6,Cobb,6
2207,32,1302,Cobb,6,Cobb,6
2208,32,1302,Cobb,6,Cobb,6
2209,32,1302,Cobb,6,Cobb,6
2210,32,1302,Cobb,6,Cobb,6
2211,32,1302,Cobb,6,Cobb,6
2212,32,1302,Cobb,6,Cobb,6
2213,32,1302,Cobb,6,Cobb,6
2214,32,1302,Cobb,6,Cobb,6
2215,32,1302,Cobb,6,Cobb,6
2216,32,1302,Cobb,6,Cobb,6
2217,32,1302,Cobb,6,Cobb,6
