zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
     67.00,         0,         0,      3.00,         0,    874.00,     23.00,    101.00,   1001.00,      2.00,   1003.00,      4.00,      1.00,         0,    112.00,     28.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,         0,         0,    480.00,         0,      3.00,     23.00,         0,      5.00,         0,     86.00,         0,      4.00,      1.00,    394.00,      5.00,      2.00
     68.00,         0,         0,     40.00,     14.00,   1598.00,     30.00,    302.00,   1984.00,      2.00,   1986.00,    497.00,    268.00,         0,    244.00,     86.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,         0,     14.00,   1179.00,         0,     40.00,     23.00,      7.00,     10.00,         0,    110.00,         0,      5.00,      1.00,    419.00,    176.00,      2.00
     69.00,         0,    266.00,    161.00,    106.00,   4047.00,    590.00,   1736.00,   6906.00,      2.00,   6908.00,     14.00,      7.00,         0,    251.00,   1125.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,    266.00,    106.00,   2969.00,         0,    161.00,    574.00,     16.00,    835.00,    238.00,    433.00,         0,     23.00,      1.00,   1078.00,    206.00,      2.00
     70.00,     37.00,         0,    441.00,    264.00,    328.00,    201.00,   1133.00,   2404.00,         0,   2404.00,    307.00,    158.00,   1087.00,    328.00,    943.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,     37.00,         0,    264.00,    268.00,         0,    441.00,    200.00,      1.00,    402.00,     24.00,    178.00,         0,    509.00,         0,     60.00,     20.00,         0
     71.00,         0,         0,    101.00,    147.00,    122.00,    317.00,   1403.00,   2090.00,     69.00,   2159.00,   1084.00,    666.00,         0,    194.00,    634.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,    147.00,         0,     71.00,     30.00,    289.00,     28.00,   1055.00,     18.00,    112.00,      9.00,    191.00,      6.00,    122.00,     12.00,     69.00
     72.00,         0,         0,      3.00,      6.00,      3.00,     39.00,     32.00,     83.00,         0,     83.00,    120.00,     68.00,         0,    103.00,     48.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,      6.00,      2.00,      3.00,         0,     39.00,         0,     20.00,         0,     11.00,         0,         0,         0,      1.00,      1.00,         0
     73.00,      4.00,         0,     49.00,      3.00,         0,     21.00,     21.00,     98.00,         0,     98.00,   1266.00,    656.00,         0,    235.00,     77.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,      4.00,         0,      3.00,         0,     49.00,         0,     16.00,      5.00,      3.00,         0,     11.00,         0,      4.00,         0,         0,      3.00,         0
     74.00,         0,         0,         0,         0,    154.00,     11.00,     32.00,    197.00,    495.00,    692.00,         0,         0,         0,     27.00,    506.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,         0,    150.00,         0,         0,      5.00,      6.00,         0,         0,     32.00,         0,         0,         0,      4.00,         0,    495.00
     75.00,         0,         0,         0,         0,         0,     40.00,    247.00,    287.00,     51.00,    338.00,   1847.00,    920.00,         0,    345.00,     91.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     39.00,      1.00,     30.00,         0,     22.00,    193.00,      2.00,         0,         0,         0,     51.00
     76.00,         0,    144.00,      1.00,   1295.00,     57.00,    103.00,    467.00,   2067.00,         0,   2067.00,         0,         0,         0,    186.00,   1543.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,    144.00,   1295.00,         0,         0,      1.00,     95.00,      8.00,    156.00,         0,    126.00,         0,         0,         0,     57.00,    185.00,         0
     77.00,      7.00,      5.00,    677.00,         0,   1011.00,     45.00,    233.00,   1978.00,    186.00,   2164.00,   2953.00,   1452.00,         0,    605.00,    920.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,      7.00,      5.00,         0,    507.00,      1.00,    676.00,     35.00,     10.00,     40.00,         0,    126.00,         0,     58.00,         0,    504.00,      9.00,    186.00
     78.00,     12.00,     12.00,     91.00,     59.00,    356.00,    215.00,    324.00,   1069.00,         0,   1069.00,         0,         0,         0,     57.00,    389.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,     12.00,     12.00,     59.00,     71.00,         0,     91.00,    148.00,     67.00,         0,     56.00,    107.00,      3.00,     19.00,    131.00,    285.00,      8.00,         0
     79.00,      1.00,         0,   2153.00,     10.00,     68.00,     37.00,    475.00,   2744.00,         0,   2744.00,    254.00,    123.00,         0,    115.00,   2201.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,      1.00,         0,     10.00,     68.00,      3.00,   2150.00,     16.00,     21.00,    131.00,     17.00,    269.00,      3.00,     53.00,         0,         0,      2.00,         0
     80.00,         0,     47.00,     25.00,         0,    992.00,    130.00,    974.00,   2168.00,    145.00,   2313.00,         0,         0,         0,    162.00,    347.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,         0,     47.00,         0,    606.00,         0,     25.00,     86.00,     44.00,    337.00,    198.00,    249.00,      3.00,     43.00,         0,    386.00,    144.00,    145.00
     81.00,         0,         0,         0,         0,     16.00,     25.00,      8.00,     49.00,         0,     49.00,   1009.00,    586.00,         0,    104.00,     25.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     12.00,     13.00,      1.00,         0,      4.00,      3.00,         0,         0,     16.00,         0,         0
     82.00,      9.00,     12.00,    265.00,         0,     53.00,     14.00,     93.00,    446.00,         0,    446.00,   3027.00,   1745.00,         0,    420.00,    300.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,      9.00,     12.00,         0,         0,         0,    265.00,         0,     14.00,     77.00,         0,     11.00,         0,      4.00,         0,     53.00,      1.00,         0
     83.00,     44.00,      1.00,      7.00,         0,    113.00,      4.00,     40.00,    209.00,         0,    209.00,   1589.00,    674.00,         0,    339.00,     56.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     44.00,      1.00,         0,    113.00,      7.00,         0,      3.00,      1.00,     10.00,      1.00,     14.00,      2.00,         0,         0,         0,     13.00,         0
     84.00,         0,         0,    465.00,         0,      3.00,     28.00,     42.00,    538.00,         0,    538.00,   2470.00,   1594.00,         0,    299.00,    493.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,    465.00,      9.00,     19.00,         0,         0,     36.00,         0,         0,         0,      3.00,      6.00,         0
     85.00,    380.00,     14.00,    656.00,    255.00,    219.00,   1497.00,   2877.00,   5898.00,         0,   5898.00,      4.00,      1.00,         0,    377.00,   2802.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,    380.00,     14.00,    255.00,     55.00,     23.00,    633.00,   1109.00,    388.00,   2465.00,         0,    368.00,         0,     35.00,         0,    164.00,      9.00,         0
     86.00,         0,         0,   1000.00,    337.00,    115.00,     62.00,    971.00,   2485.00,         0,   2485.00,     10.00,      4.00,         0,    211.00,   1399.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,    337.00,     67.00,    989.00,     11.00,     62.00,         0,     19.00,         0,     98.00,         0,     29.00,    825.00,     48.00,         0,         0
     87.00,    492.00,    219.00,   3703.00,    404.00,    417.00,    923.00,   2100.00,   8258.00,     17.00,   8275.00,    619.00,    345.00,         0,    580.00,   5758.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,    492.00,    219.00,    404.00,     33.00,     23.00,   3680.00,    887.00,     36.00,    492.00,    326.00,    908.00,         0,    350.00,         0,    384.00,     24.00,     17.00
     88.00,         0,      9.00,     31.00,     85.00,     12.00,    240.00,    958.00,   1335.00,         0,   1335.00,   1929.00,    750.00,         0,    510.00,    365.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,      9.00,     85.00,      3.00,     23.00,      8.00,    217.00,     23.00,     49.00,    166.00,    701.00,         0,         0,     35.00,      9.00,      7.00,         0
     89.00,      9.00,      1.00,     23.00,    113.00,     12.00,     27.00,    315.00,    500.00,         0,    500.00,   3838.00,   1330.00,         0,   1042.00,    173.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,      9.00,      1.00,    113.00,         0,     23.00,         0,     12.00,     15.00,      7.00,         0,     26.00,      1.00,      1.00,    194.00,     12.00,     86.00,         0
     90.00,     18.00,         0,     23.00,    340.00,     57.00,     13.00,    476.00,    927.00,         0,    927.00,   3880.00,   1348.00,         0,   1125.00,    394.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     18.00,         0,    340.00,     19.00,     23.00,         0,      6.00,      7.00,     33.00,         0,     35.00,    211.00,      4.00,    186.00,     38.00,      7.00,         0
     91.00,      1.00,      1.00,      2.00,      8.00,    430.00,     29.00,    354.00,    825.00,         0,    825.00,   2413.00,    962.00,         0,    383.00,     41.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,      1.00,         0,         0,      1.00,      1.00,      8.00,    114.00,         0,      2.00,     28.00,      1.00,    109.00,      1.00,     52.00,     11.00,     53.00,      2.00,    316.00,    125.00,         0
     92.00,         0,         0,      1.00,     10.00,    235.00,      6.00,    131.00,    383.00,         0,    383.00,   3197.00,   1004.00,         0,    412.00,     17.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,     10.00,    120.00,      1.00,         0,      6.00,         0,     52.00,      1.00,     30.00,     15.00,     19.00,         0,    115.00,     14.00,         0
     93.00,      5.00,      2.00,      8.00,     22.00,     37.00,      7.00,     92.00,    173.00,         0,    173.00,   4645.00,   1290.00,         0,    667.00,     44.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,      5.00,      2.00,     22.00,      9.00,      7.00,      1.00,      6.00,      1.00,     41.00,      1.00,     10.00,      9.00,     13.00,      1.00,     28.00,     17.00,         0
