zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
   3816.00,      8.00,         0,         0,      3.00,         0,         0,         0,     11.00,         0,     11.00,    160.00,     62.00,         0,    859.00,     11.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,      8.00,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3817.00,     13.00,         0,         0,         0,         0,         0,     26.00,     39.00,         0,     39.00,    221.00,     76.00,         0,   1148.00,     13.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,     13.00,         0,         0,         0,         0,         0,         0,         0,     25.00,         0,         0,         0,         0,         0,         0,      1.00,         0
   3818.00,      2.00,         0,         0,         0,         0,         0,         0,      2.00,         0,      2.00,    295.00,    105.00,         0,    561.00,      2.00,      1.00,         0,         0,         0,         0,      6.00,      8.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3819.00,      8.00,         0,         0,         0,      1.00,      3.00,         0,     12.00,         0,     12.00,     70.00,     28.00,         0,   1125.00,     11.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,      8.00,         0,         0,      1.00,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3820.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     87.00,     32.00,         0,    864.00,         0,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3821.00,      2.00,         0,         0,         0,         0,         0,         0,      2.00,         0,      2.00,    321.00,    107.00,         0,   1818.00,      2.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3822.00,         0,         0,     23.00,         0,         0,         0,         0,     23.00,     13.00,     36.00,    118.00,     44.00,         0,    583.00,     36.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,     23.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     13.00
   3823.00,      4.00,     15.00,      1.00,         0,         0,      1.00,     63.00,     84.00,         0,     84.00,    267.00,     88.00,         0,   1151.00,     21.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,      4.00,     15.00,         0,         0,         0,      1.00,      1.00,         0,         0,         0,      2.00,     61.00,         0,         0,         0,         0,         0
   3824.00,      8.00,         0,      1.00,         0,         0,         0,         0,      9.00,      6.00,     15.00,    170.00,     60.00,         0,   1000.00,     15.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,      8.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      6.00
   3825.00,         0,         0,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,    189.00,     61.00,         0,   1042.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3826.00,         0,      2.00,      1.00,         0,         0,         0,         0,      3.00,         0,      3.00,     72.00,     29.00,         0,    740.00,      3.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3827.00,         0,         0,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,    102.00,     37.00,         0,    665.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3828.00,         0,         0,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,      3.00,      1.00,         0,    511.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3829.00,         0,         0,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,    153.00,     50.00,         0,    599.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3830.00,         0,         0,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,    573.00,    187.00,         0,    983.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3831.00,      2.00,         0,         0,     54.00,    351.00,     64.00,    338.00,    809.00,         0,    809.00,   2968.00,   1174.00,         0,   1144.00,    120.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,      2.00,         0,     54.00,    151.00,         0,         0,     50.00,     14.00,     72.00,         0,     31.00,    168.00,     43.00,         0,    200.00,     24.00,         0
   3832.00,      2.00,         0,         0,         0,         0,         0,      3.00,      5.00,         0,      5.00,    510.00,    190.00,         0,   2212.00,      2.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0
   3833.00,     32.00,    247.00,      3.00,      1.00,      1.00,      3.00,     30.00,    317.00,         0,    317.00,   2170.00,    749.00,         0,   2858.00,    286.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     32.00,    247.00,      1.00,      1.00,      3.00,         0,         0,      3.00,     13.00,         0,     17.00,         0,         0,         0,         0,         0,         0
   3834.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    274.00,    106.00,         0,   1611.00,         0,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3835.00,      1.00,         0,         0,         0,         0,         0,     80.00,     81.00,     15.00,     96.00,   1075.00,    396.00,         0,   3022.00,     16.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,     75.00,         0,         0,         0,     15.00
   3836.00,         0,         0,         0,         0,         0,      3.00,    128.00,    131.00,         0,    131.00,    153.00,     61.00,         0,    978.00,      3.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,      7.00,    116.00,         0,         0,         0,      5.00,         0
   3837.00,    115.00,     59.00,     14.00,    138.00,     12.00,     22.00,     66.00,    426.00,     80.00,    506.00,   1425.00,    537.00,         0,   2946.00,    428.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,    115.00,     59.00,    138.00,     12.00,     14.00,         0,         0,     22.00,         0,         0,     25.00,      4.00,     12.00,         0,         0,     25.00,     80.00
   3838.00,      1.00,     63.00,     33.00,         0,      1.00,         0,      7.00,    105.00,     29.00,    134.00,    535.00,    195.00,         0,   1419.00,    126.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      1.00,     63.00,         0,      1.00,     33.00,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,     29.00
   3839.00,     36.00,    264.00,         0,         0,         0,         0,     30.00,    330.00,         0,    330.00,     25.00,     15.00,         0,    334.00,    300.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,     36.00,    264.00,         0,         0,         0,         0,         0,         0,     13.00,         0,     17.00,         0,         0,         0,         0,         0,         0
   3840.00,         0,         0,         0,      4.00,     12.00,      3.00,     23.00,     42.00,         0,     42.00,     17.00,      7.00,         0,    125.00,      7.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,         0,         0,      4.00,     12.00,         0,         0,         0,      3.00,         0,         0,      4.00,         0,         0,         0,         0,     19.00,         0
   3841.00,         0,         0,         0,     10.00,         0,      1.00,      5.00,     16.00,         0,     16.00,      6.00,      3.00,         0,     74.00,     11.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,         0,         0,     10.00,         0,         0,         0,      1.00,         0,         0,         0,      5.00,         0,         0,         0,         0,         0,         0
   3842.00,    119.00,         0,         0,         0,         0,      1.00,     44.00,    164.00,         0,    164.00,   1395.00,    526.00,         0,   1113.00,    120.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,    119.00,         0,         0,         0,         0,         0,      1.00,         0,     10.00,         0,     11.00,         0,         0,         0,         0,     23.00,         0
   3843.00,         0,         0,         0,         0,         0,      1.00,         0,      1.00,         0,      1.00,     37.00,     15.00,         0,    529.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3844.00,      6.00,         0,         0,         0,         0,     11.00,         0,     17.00,         0,     17.00,    287.00,    105.00,         0,   1246.00,     17.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,      1.00,     10.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3845.00,      2.00,    121.00,         0,         0,         0,      1.00,     15.00,    139.00,         0,    139.00,    306.00,    112.00,         0,   1461.00,    124.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,      3.00,         0,         0,      2.00,    121.00,         0,         0,         0,         0,      1.00,         0,         0,         0,      2.00,         0,     10.00,         0,         0,         0,         0
   3846.00,         0,         0,         0,         0,         0,      1.00,      1.00,      2.00,         0,      2.00,    210.00,     84.00,         0,    450.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0
   3847.00,         0,         0,         0,         0,     18.00,      1.00,      2.00,     21.00,         0,     21.00,    168.00,     65.00,         0,    662.00,      1.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,         0,         0,         0,     18.00,         0,         0,      1.00,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0
   3848.00,      4.00,         0,         0,      4.00,         0,      1.00,    271.00,    280.00,         0,    280.00,    718.00,    263.00,         0,   1402.00,      9.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,      4.00,         0,      4.00,         0,         0,         0,      1.00,         0,      3.00,         0,     11.00,    257.00,         0,         0,         0,         0,         0
   3849.00,     25.00,      5.00,         0,         0,         0,         0,    115.00,    145.00,         0,    145.00,    222.00,     86.00,         0,    588.00,     30.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     25.00,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,     72.00,     28.00,         0,         0,      7.00,         0
   3850.00,    235.00,      9.00,     17.00,      5.00,     14.00,         0,    270.00,    550.00,         0,    550.00,    787.00,    264.00,         0,   1065.00,    266.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,    235.00,      9.00,      5.00,     13.00,     17.00,         0,         0,         0,     13.00,         0,    237.00,     15.00,         0,         0,      1.00,      5.00,         0
   3851.00,         0,         0,         0,         0,         0,         0,    107.00,    107.00,         0,    107.00,    273.00,     80.00,         0,    145.00,         0,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,      8.00,     98.00,         0,         0,         0,         0,         0
   3852.00,     36.00,         0,         0,      1.00,      1.00,      1.00,     23.00,     62.00,         0,     62.00,   2048.00,    711.00,         0,   1501.00,     38.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     36.00,         0,      1.00,      1.00,         0,         0,         0,      1.00,      2.00,      1.00,      4.00,         0,     11.00,         0,         0,      5.00,         0
   3853.00,      6.00,         0,    136.00,     24.00,   1405.00,    140.00,    763.00,   2474.00,         0,   2474.00,    664.00,    337.00,    202.00,    311.00,    306.00,      1.00,         0,         0,         0,         0,      3.00,      9.00,         0,         0,         0,         0,      6.00,         0,     24.00,   1006.00,    113.00,     23.00,     86.00,     54.00,     83.00,      1.00,    159.00,      2.00,    395.00,         0,    399.00,    123.00,         0
   3854.00,         0,         0,      1.00,         0,     66.00,     40.00,    102.00,    209.00,         0,    209.00,    954.00,    339.00,         0,    308.00,     41.00,      1.00,         0,         0,         0,         0,      3.00,      9.00,         0,         0,         0,         0,         0,         0,         0,     18.00,         0,      1.00,     35.00,      5.00,     34.00,      1.00,     11.00,      1.00,     53.00,         0,     48.00,      2.00,         0
   3855.00,      4.00,         0,         0,         0,    102.00,         0,    130.00,    236.00,         0,    236.00,    515.00,    196.00,         0,    184.00,      4.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,      4.00,         0,         0,     56.00,         0,         0,         0,         0,     29.00,      1.00,     11.00,         0,     89.00,         0,     46.00,         0,         0
   3856.00,         0,         0,      6.00,      1.00,     91.00,     13.00,    592.00,    703.00,         0,    703.00,   2459.00,    900.00,         0,   1150.00,     20.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,      1.00,     31.00,      6.00,         0,      6.00,      7.00,         0,         0,    295.00,    157.00,    131.00,         0,     60.00,      9.00,         0
   3857.00,    119.00,         0,         0,         0,      6.00,     20.00,    195.00,    340.00,         0,    340.00,   1514.00,    490.00,         0,    568.00,    139.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,    119.00,         0,         0,      5.00,         0,         0,      6.00,     14.00,     38.00,         0,     38.00,    118.00,      1.00,         0,      1.00,         0,         0
   3858.00,     28.00,         0,         0,      5.00,         0,      6.00,    145.00,    184.00,         0,    184.00,   1083.00,    386.00,         0,    920.00,     39.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     28.00,         0,      5.00,         0,         0,         0,      6.00,         0,     50.00,         0,     21.00,     74.00,         0,         0,         0,         0,         0
   3859.00,      6.00,         0,      3.00,         0,         0,      6.00,         0,     15.00,         0,     15.00,    359.00,    125.00,         0,    595.00,     15.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,      6.00,         0,         0,         0,      3.00,         0,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3860.00,         0,         0,         0,         0,         0,      6.00,         0,      6.00,         0,      6.00,    353.00,    135.00,         0,    851.00,      6.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3861.00,     59.00,         0,         0,         0,         0,      6.00,     37.00,    102.00,         0,    102.00,    593.00,    210.00,         0,    458.00,     65.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     59.00,         0,         0,         0,         0,         0,      6.00,         0,         0,         0,      3.00,         0,         0,         0,         0,     34.00,         0
   3862.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    550.00,    209.00,         0,   1116.00,         0,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3863.00,      2.00,         0,      6.00,         0,         0,      8.00,     24.00,     40.00,         0,     40.00,    475.00,    172.00,         0,    802.00,     16.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,      2.00,         0,         0,         0,      6.00,         0,         0,      8.00,      4.00,         0,      3.00,         0,         0,         0,         0,     17.00,         0
   3864.00,     22.00,         0,         0,      1.00,      5.00,         0,     11.00,     39.00,         0,     39.00,    714.00,    252.00,         0,   1940.00,     23.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,     22.00,         0,      1.00,      5.00,         0,         0,         0,         0,         0,         0,     11.00,         0,         0,         0,         0,         0,         0
   3865.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    249.00,     83.00,         0,   1153.00,         0,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3866.00,         0,         0,         0,      8.00,         0,         0,      3.00,     11.00,         0,     11.00,    201.00,     71.00,         0,    970.00,      8.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,      8.00,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0
   3867.00,     16.00,         0,         0,         0,         0,         0,      3.00,     19.00,         0,     19.00,    294.00,    106.00,         0,   1176.00,     16.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,     16.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0
   3868.00,      8.00,      1.00,         0,         0,         0,         0,      4.00,     13.00,         0,     13.00,    425.00,    153.00,         0,   1788.00,      9.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      8.00,      1.00,         0,         0,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,         0,         0,         0
   3869.00,     13.00,      1.00,         0,      1.00,      5.00,         0,      3.00,     23.00,         0,     23.00,    548.00,    179.00,         0,   2108.00,     15.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,     13.00,      1.00,      1.00,      5.00,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0
   3870.00,     31.00,      1.00,     12.00,         0,      1.00,     59.00,     35.00,    139.00,         0,    139.00,   1111.00,    400.00,         0,   1798.00,    103.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     31.00,      1.00,         0,      1.00,     12.00,         0,     21.00,     38.00,     23.00,         0,      9.00,         0,         0,         0,         0,      3.00,         0
   3871.00,      6.00,         0,         0,         0,         0,         0,         0,      6.00,         0,      6.00,    271.00,    110.00,         0,   1808.00,      6.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3872.00,         0,         0,         0,         0,         0,         0,      8.00,      8.00,         0,      8.00,    283.00,    101.00,         0,   1050.00,         0,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,         0
   3873.00,         0,         0,         0,         0,         0,     11.00,         0,     11.00,         0,     11.00,    420.00,    157.00,         0,   2452.00,     11.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     11.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3874.00,      4.00,     15.00,         0,         0,         0,         0,      2.00,     21.00,         0,     21.00,   1162.00,    424.00,         0,   1556.00,     19.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,      4.00,     15.00,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,      1.00,         0,         0,         0,         0
   3875.00,      5.00,         0,         0,         0,         0,         0,    215.00,    220.00,         0,    220.00,    562.00,    213.00,         0,   1918.00,      5.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,      7.00,         0,         0,      5.00,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,     11.00,    189.00,         0,         0,         0,      3.00,         0
   3876.00,         0,         0,     10.00,         0,         0,         0,      7.00,     17.00,         0,     17.00,    484.00,    158.00,         0,    806.00,     10.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,     10.00,         0,         0,         0,         0,         0,      1.00,         0,         0,      6.00,         0,         0,         0
   3877.00,      1.00,         0,         0,         0,         0,         0,         0,      1.00,         0,      1.00,    599.00,    208.00,         0,   2308.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3878.00,     12.00,         0,         0,         0,         0,         0,      2.00,     14.00,         0,     14.00,    303.00,    111.00,         0,   3025.00,     12.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,     12.00,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0
   3879.00,         0,         0,         0,         0,         0,      8.00,      3.00,     11.00,         0,     11.00,    122.00,     51.00,         0,   1489.00,      8.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0
   3880.00,     88.00,         0,         0,         0,         0,      8.00,     26.00,    122.00,         0,    122.00,    169.00,     59.00,         0,    661.00,     96.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,     88.00,         0,         0,         0,         0,         0,      8.00,         0,     15.00,         0,      8.00,         0,         0,         0,         0,      3.00,         0
   3881.00,      6.00,         0,         0,         0,         0,      8.00,      3.00,     17.00,         0,     17.00,    171.00,     49.00,         0,   1479.00,     14.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0
   3882.00,         0,         0,         0,      1.00,         0,      8.00,     11.00,     20.00,     13.00,     33.00,    367.00,    137.00,         0,    602.00,     22.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,      8.00,         0,         0,         0,      8.00,         0,         0,         0,         0,      3.00,     13.00
   3883.00,     41.00,         0,      1.00,         0,    147.00,      8.00,    166.00,    363.00,         0,    363.00,    420.00,    139.00,         0,    440.00,     50.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,     41.00,         0,         0,      1.00,         0,      1.00,      8.00,         0,     27.00,         0,    136.00,         0,         0,         0,    146.00,      3.00,         0
   3884.00,     83.00,    204.00,         0,         0,      6.00,      8.00,     75.00,    376.00,     13.00,    389.00,    839.00,    294.00,         0,    634.00,    308.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,     83.00,    204.00,         0,      6.00,         0,         0,      8.00,         0,         0,         0,     72.00,         0,         0,         0,         0,      3.00,     13.00
   3885.00,      6.00,         0,      3.00,         0,         0,     54.00,      3.00,     66.00,         0,     66.00,   1548.00,    505.00,         0,    342.00,     63.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,      6.00,         0,         0,         0,      3.00,         0,      8.00,     46.00,         0,         0,         0,         0,         0,         0,         0,      3.00,         0
   3886.00,     12.00,         0,         0,         0,         0,      8.00,      3.00,     23.00,         0,     23.00,    509.00,    190.00,         0,    630.00,     20.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     12.00,         0,         0,         0,         0,         0,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0
   3887.00,         0,         0,         0,         0,         0,         0,      3.00,      3.00,         0,      3.00,   1265.00,    450.00,         0,   1415.00,         0,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0
   3888.00,      2.00,         0,         0,         0,         0,         0,         0,      2.00,         0,      2.00,    218.00,     73.00,         0,   1083.00,      2.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3889.00,      4.00,         0,      1.00,         0,         0,         0,         0,      5.00,         0,      5.00,    154.00,     61.00,         0,   1816.00,      5.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      4.00,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3890.00,      4.00,         0,         0,         0,         0,         0,     14.00,     18.00,         0,     18.00,     88.00,     35.00,         0,    399.00,      4.00,      1.00,         0,         0,         0,         0,      7.00,      9.00,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     14.00,         0
   3891.00,      4.00,         0,     34.00,         0,     17.00,     16.00,     15.00,     86.00,         0,     86.00,   1304.00,    463.00,         0,   1284.00,     54.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,      4.00,         0,         0,         0,      6.00,     28.00,         0,     16.00,      5.00,         0,      5.00,      2.00,         0,         0,     17.00,      3.00,         0
   3892.00,         0,         0,      1.00,         0,     12.00,      6.00,     22.00,     41.00,         0,     41.00,   3210.00,   1126.00,         0,   1966.00,      7.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,         0,      3.00,      1.00,         0,         0,      6.00,     17.00,         0,      5.00,         0,         0,         0,      9.00,         0,         0
   3893.00,         0,         0,         0,         0,         0,         0,      3.00,      3.00,         0,      3.00,   1488.00,    503.00,         0,    427.00,         0,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0
   3894.00,     12.00,      4.00,      6.00,         0,      1.00,      3.00,    901.00,    927.00,         0,    927.00,    924.00,    325.00,         0,   2209.00,     25.00,      1.00,         0,         0,         0,         0,      6.00,      9.00,         0,         0,         0,         0,     12.00,      4.00,         0,      1.00,      6.00,         0,      3.00,         0,         0,         0,     70.00,    313.00,    518.00,         0,         0,         0,         0
   3895.00,     12.00,         0,         0,      1.00,         0,         0,     96.00,    109.00,         0,    109.00,   1544.00,    557.00,         0,    571.00,     13.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,     12.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,      8.00,     85.00,      1.00,         0,         0,      2.00,         0
   3896.00,      2.00,         0,         0,      1.00,      1.00,      3.00,     14.00,     21.00,         0,     21.00,   1566.00,    556.00,         0,    898.00,      6.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,      2.00,         0,      1.00,         0,         0,         0,         0,      3.00,         0,         0,      2.00,      3.00,         0,         0,      1.00,      9.00,         0
   3897.00,     21.00,         0,     13.00,         0,    183.00,     16.00,    401.00,    634.00,     50.00,    684.00,   2122.00,    667.00,         0,   1214.00,    100.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,     21.00,         0,         0,    171.00,         0,     13.00,         0,     16.00,     12.00,         0,     52.00,    308.00,      1.00,         0,     12.00,     28.00,     50.00
