MTAZ10,CTAZ10,TRACT10,TAD10,SD10,FIPS,COUNTY,County_Renum,SD_NAME,SD_Renum,ACTCTR,ACTCTRNUM,ETAFLAG,ATYPE
2845,13135040,13135050214,13135034,72,13135,Gwinnett,4,Cent Gwinnett,40,,0,0,5
2846,13135053,13135050212,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2847,13135054,13135050212,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2848,13135055,13135050212,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2849,13135056,13135050212,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2850,13135052,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2851,13135052,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2852,13135052,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2853,13135051,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2854,13135051,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2855,13135050,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2856,13135050,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2857,13135050,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2858,13135050,13135050210,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2859,13135073,13135050213,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2860,13135073,13135050213,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,3
2861,13135071,13135050213,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2862,13135071,13135050213,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2863,13135072,13135050213,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2864,13135076,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2865,13135076,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2866,13135078,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2867,13135077,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2868,13135075,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2869,13135075,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2870,13135074,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2871,13135074,13135050106,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2872,13135059,13135050109,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2873,13135057,13135050109,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2874,13135058,13135050109,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2875,13135062,13135050108,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2876,13135060,13135050108,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2877,13135061,13135050108,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2878,13135065,13135050107,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2879,13135065,13135050107,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,7
2880,13135064,13135050107,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2881,13135063,13135050107,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2882,13135066,13135050103,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2883,13135067,13135050103,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2884,13135068,13135050103,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2885,13135069,13135050103,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2886,13135070,13135050103,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2887,13135079,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2888,13135079,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2889,13135079,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2890,13135080,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2891,13135080,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2892,13135080,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2893,13135080,13135050105,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,1,5
2894,13135088,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2895,13135088,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2896,13135087,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2897,13135085,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2898,13135084,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2899,13135083,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2900,13135081,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,1
2901,13135081,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2902,13135082,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2903,13135086,13135050606,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2904,13135089,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2905,13135089,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2906,13135090,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2907,13135092,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2908,13135093,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2909,13135091,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2910,13135091,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2911,13135091,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2912,13135091,13135050609,13135039,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,4
2913,13135094,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2914,13135096,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2915,13135097,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2916,13135099,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2917,13135098,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2918,13135098,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,6
2919,13135095,13135050610,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2920,13135105,13135050605,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2921,13135106,13135050605,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2922,13135107,13135050605,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2923,13135108,13135050605,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2924,13135109,13135050605,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2925,13135118,13135050208,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2926,13135119,13135050208,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2927,13135117,13135050208,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2928,13135121,13135050528,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2929,13135120,13135050528,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2930,13135122,13135050525,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,3
2931,13135122,13135050525,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2932,13135123,13135050525,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2933,13135124,13135050525,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2934,13135125,13135050527,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2935,13135126,13135050527,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2936,13135128,13135050523,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,3
2937,13135129,13135050523,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,3
2938,13135129,13135050523,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2939,13135127,13135050523,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2940,13135114,13135050547,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2941,13135116,13135050547,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2942,13135116,13135050547,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2943,13135115,13135050547,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2944,13135110,13135050548,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2945,13135112,13135050548,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2946,13135111,13135050548,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2947,13135113,13135050548,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2948,13135113,13135050548,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2949,13135113,13135050548,13135040,71,13135,Gwinnett,4,N Gwinnett,39,,0,0,5
2950,13135103,13135050607,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2951,13135102,13135050607,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2952,13135104,13135050607,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2953,13135104,13135050607,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2954,13135101,13135050607,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2955,13135100,13135050607,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2956,13135207,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,7
2957,13135207,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2958,13135207,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2959,13135207,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2960,13135205,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2961,13135205,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,7
2962,13135205,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2963,13135205,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2964,13135208,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2965,13135208,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2966,13135208,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,7
2967,13135211,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,7
2968,13135211,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2969,13135210,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,7
2970,13135210,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2971,13135210,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,7
2972,13135210,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2973,13135209,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2974,13135206,13135050608,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2975,13135204,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2976,13135204,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2977,13135203,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2978,13135202,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2979,13135202,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2980,13135202,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2981,13135202,13135050545,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,4
2982,13135217,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,4
2983,13135217,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2984,13135216,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2985,13135215,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2986,13135214,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2987,13135213,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2988,13135212,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2989,13135212,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2990,13135212,13135050546,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
2991,13135224,13135050727,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2992,13135223,13135050727,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2993,13135222,13135050727,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2994,13135227,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2995,13135228,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2996,13135229,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2997,13135229,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2998,13135230,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
2999,13135230,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
3000,13135231,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
3001,13135231,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
3002,13135232,13135050724,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,5
3003,13135218,13135050726,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
3004,13135221,13135050726,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
3005,13135220,13135050726,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
3006,13135219,13135050726,13135038,73,13135,Gwinnett,4,E Gwinnett,41,,0,0,6
3007,13247001,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3008,13247001,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3009,13247001,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3010,13247001,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3011,13247001,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3012,13247001,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3013,13247002,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3014,13247002,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3015,13247002,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3016,13247002,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3017,13247004,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3018,13247004,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3019,13247004,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3020,13247004,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3021,13247004,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3022,13247004,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3023,13247003,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3024,13247003,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3025,13247003,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3026,13247003,13247060102,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3027,13247006,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3028,13247006,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3029,13247005,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3030,13247005,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3031,13247005,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3032,13247005,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3033,13247007,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,7
3034,13247007,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3035,13247007,13247060101,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3036,13247011,13247060309,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3037,13247010,13247060309,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3038,13247010,13247060309,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3039,13247012,13247060309,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3040,13247012,13247060309,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3041,13247013,13247060308,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3042,13247015,13247060308,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3043,13247014,13247060308,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3044,13247017,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3045,13247017,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3046,13247017,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3047,13247017,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3048,13247017,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3049,13247017,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3050,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3051,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3052,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3053,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3054,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3055,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3056,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3057,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3058,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3059,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3060,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,4
3061,13247018,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,3
3062,13247016,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3063,13247016,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3064,13247016,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3065,13247016,13247060304,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,1,5
3066,13247019,13247060305,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,4
3067,13247020,13247060305,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,3
3068,13247021,13247060305,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,4
3069,13247021,13247060305,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,4
3070,13247021,13247060305,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3071,13247021,13247060305,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3072,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,6
3073,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,3
3074,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,3
3075,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3076,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3077,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3078,13247022,13247060306,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3079,13247024,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3080,13247024,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3081,13247023,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3082,13247027,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3083,13247026,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3084,13247025,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3085,13247025,13247060307,13247059,92,13247,Rockdale,5,N Rockdale,49,,0,0,5
3086,13247038,13247060407,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3087,13247039,13247060407,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3088,13247036,13247060406,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3089,13247035,13247060406,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3090,13247037,13247060406,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3091,13247033,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3092,13247033,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3093,13247032,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3094,13247034,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3095,13247034,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3096,13247034,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3097,13247034,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3098,13247034,13247060404,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3099,13247041,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3100,13247041,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3101,13247041,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3102,13247041,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3103,13247041,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3104,13247040,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3105,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3106,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3107,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3108,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3109,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3110,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3111,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3112,13247042,13247060405,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3113,13247044,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3114,13247044,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3115,13247044,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3116,13247044,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3117,13247044,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3118,13247043,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3119,13247043,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3120,13247043,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3121,13247043,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3122,13247043,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3123,13247043,13247060403,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3124,13247028,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3125,13247028,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3126,13247028,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3127,13247028,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3128,13247029,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3129,13247029,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,7
3130,13247030,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3131,13247030,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3132,13247030,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3133,13247031,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,6
3134,13247031,13247060202,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,0,5
3135,13247009,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,5
3136,13247009,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,5
3137,13247009,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,5
3138,13247009,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,6
3139,13247009,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,6
3140,13247009,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,6
3141,13247008,13247060201,13247058,91,13247,Rockdale,5,S Rockdale,48,,0,1,5
3142,13151067,13151070104,13151057,81,13151,Henry,6,N Henry,45,Southlake,12,0,5
3143,13151067,13151070104,13151057,81,13151,Henry,6,N Henry,45,Southlake,12,0,4
3144,13151067,13151070104,13151057,81,13151,Henry,6,N Henry,45,,0,0,4
3145,13151066,13151070104,13151057,81,13151,Henry,6,N Henry,45,,0,0,4
3146,13151066,13151070104,13151057,81,13151,Henry,6,N Henry,45,,0,0,5
